image id,true label,confidence,prediction
9019,9,1.0,"[np.float32(3.9688722e-13), np.float32(3.2303125e-11), np.float32(6.291118e-21), np.float32(4.4228334e-18), np.float32(4.7897218e-20), np.float32(6.84451e-22), np.float32(2.754622e-20), np.float32(1.884863e-20), np.float32(5.0786614e-11), np.float32(1.0)]"
946,0,0.9999995,"[np.float32(0.9999995), np.float32(1.3459487e-16), np.float32(8.6669824e-11), np.float32(2.4404988e-14), np.float32(4.8518626e-07), np.float32(2.807568e-13), np.float32(1.3724382e-15), np.float32(5.5599603e-15), np.float32(6.8201835e-09), np.float32(1.0224332e-16)]"
2607,1,1.0,"[np.float32(1.5464466e-28), np.float32(1.0), np.float32(2.9117048e-34), np.float32(1.6993527e-36), np.float32(0.0), np.float32(2.265635e-39), np.float32(2.2133755e-35), np.float32(1.03908e-34), np.float32(7.6513533e-28), np.float32(9.955702e-22)]"
6170,2,0.99999964,"[np.float32(2.576584e-07), np.float32(1.1247515e-09), np.float32(0.99999964), np.float32(5.5673532e-09), np.float32(2.3292338e-10), np.float32(2.0064224e-12), np.float32(1.4614355e-07), np.float32(1.9614668e-11), np.float32(2.3986518e-10), np.float32(1.8674999e-12)]"
9992,3,0.99997747,"[np.float32(2.6635764e-06), np.float32(3.139248e-13), np.float32(1.3328676e-08), np.float32(0.99997747), np.float32(7.646554e-10), np.float32(1.984567e-05), np.float32(4.3381965e-12), np.float32(5.634154e-09), np.float32(3.3098146e-11), np.float32(3.1881628e-12)]"
1800,4,0.9999342,"[np.float32(1.7463199e-05), np.float32(8.415692e-10), np.float32(3.471038e-05), np.float32(1.5530061e-07), np.float32(0.9999342), np.float32(1.09320375e-07), np.float32(4.3093212e-07), np.float32(1.28529255e-05), np.float32(7.470203e-08), np.float32(2.7328801e-09)]"
6513,5,0.9846941,"[np.float32(1.445865e-12), np.float32(4.613285e-16), np.float32(7.987699e-14), np.float32(0.014832038), np.float32(2.8491766e-11), np.float32(0.9846941), np.float32(3.0870234e-15), np.float32(0.00047390972), np.float32(1.0239594e-14), np.float32(2.4874674e-11)]"
5973,6,0.9999287,"[np.float32(2.2143754e-12), np.float32(6.0788213e-15), np.float32(7.1269205e-05), np.float32(3.56003e-15), np.float32(1.108796e-11), np.float32(9.815983e-17), np.float32(0.9999287), np.float32(5.4849863e-18), np.float32(2.828079e-15), np.float32(2.5052145e-15)]"
7191,7,0.9988702,"[np.float32(1.9863991e-08), np.float32(3.8575217e-13), np.float32(9.037253e-12), np.float32(6.5375797e-13), np.float32(0.0011297432), np.float32(1.0787424e-09), np.float32(6.864712e-15), np.float32(0.9988702), np.float32(4.79974e-12), np.float32(2.8048496e-11)]"
7464,8,1.0,"[np.float32(3.1200083e-09), np.float32(1.273423e-08), np.float32(3.8200988e-12), np.float32(8.3069046e-10), np.float32(2.318382e-12), np.float32(7.15682e-14), np.float32(6.4769446e-13), np.float32(7.753896e-14), np.float32(1.0), np.float32(2.1661487e-08)]"
4928,9,0.9999999,"[np.float32(2.3034072e-21), np.float32(1.0378502e-07), np.float32(3.0654906e-32), np.float32(3.1218422e-31), np.float32(1.3811831e-38), np.float32(7.235044e-35), np.float32(8.077772e-28), np.float32(6.297874e-33), np.float32(1.8083746e-18), np.float32(0.9999999)]"
9354,0,1.0,"[np.float32(1.0), np.float32(6.933717e-18), np.float32(1.3489662e-09), np.float32(4.227049e-10), np.float32(1.0549697e-16), np.float32(4.6275127e-17), np.float32(1.5722587e-14), np.float32(3.4296097e-19), np.float32(1.5566023e-14), np.float32(1.0408384e-17)]"
3033,1,1.0,"[np.float32(1.5739737e-27), np.float32(1.0), np.float32(2.8073094e-30), np.float32(3.830464e-32), np.float32(3.784e-42), np.float32(1.8505019e-35), np.float32(4.7788364e-31), np.float32(6.889296e-39), np.float32(2.9989066e-22), np.float32(1.8639786e-11)]"
2825,2,0.9827763,"[np.float32(1.9597216e-11), np.float32(1.0015603e-14), np.float32(0.9827763), np.float32(1.3003862e-11), np.float32(1.7232563e-09), np.float32(1.1233553e-15), np.float32(0.017223751), np.float32(2.5294072e-14), np.float32(1.3785568e-12), np.float32(7.5186975e-16)]"
6587,3,0.72474563,"[np.float32(0.0050212913), np.float32(0.24699649), np.float32(0.00018680339), np.float32(0.72474563), np.float32(0.0027453385), np.float32(0.006254637), np.float32(0.00026699938), np.float32(1.9101815e-05), np.float32(0.0048568407), np.float32(0.0089068785)]"
9290,4,0.9999937,"[np.float32(6.7157586e-18), np.float32(4.2199624e-19), np.float32(4.932856e-11), np.float32(5.830349e-10), np.float32(0.9999937), np.float32(1.4532768e-07), np.float32(2.2147801e-13), np.float32(6.1443025e-06), np.float32(1.0044561e-21), np.float32(1.1200614e-19)]"
4017,5,0.9999993,"[np.float32(4.147307e-20), np.float32(8.489498e-18), np.float32(9.125719e-08), np.float32(5.7803527e-07), np.float32(5.0047966e-11), np.float32(0.9999993), np.float32(3.08867e-14), np.float32(2.287637e-08), np.float32(1.0532463e-19), np.float32(1.04834505e-17)]"
772,6,1.0,"[np.float32(6.442147e-22), np.float32(6.340721e-15), np.float32(4.3051323e-16), np.float32(4.0709848e-15), np.float32(3.5868296e-20), np.float32(2.9686785e-20), np.float32(1.0), np.float32(3.296173e-27), np.float32(6.6699693e-19), np.float32(8.971592e-19)]"
9242,7,1.0,"[np.float32(6.410113e-13), np.float32(4.7044935e-17), np.float32(8.2497406e-19), np.float32(2.380141e-17), np.float32(2.6975848e-12), np.float32(4.3934339e-13), np.float32(2.7935202e-21), np.float32(1.0), np.float32(2.1839486e-17), np.float32(6.9255586e-15)]"
2692,8,1.0,"[np.float32(2.2031099e-10), np.float32(1.5410212e-08), np.float32(8.352149e-18), np.float32(3.7665934e-13), np.float32(2.2565938e-18), np.float32(1.9066965e-19), np.float32(6.636146e-17), np.float32(6.974676e-18), np.float32(1.0), np.float32(7.907251e-10)]"
626,9,1.0,"[np.float32(2.9644705e-34), np.float32(2.8269858e-08), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(3e-45), np.float32(0.0), np.float32(2.6695847e-36), np.float32(1.0)]"
6633,0,0.97346705,"[np.float32(0.97346705), np.float32(0.00017493551), np.float32(0.017134948), np.float32(5.9788013e-05), np.float32(2.8772743e-07), np.float32(3.0453324e-07), np.float32(0.00019684141), np.float32(1.5644523e-06), np.float32(1.8022574e-06), np.float32(0.008962445)]"
2439,1,1.0,"[np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(7.7988035e-30)]"
2576,2,0.9995264,"[np.float32(1.3248405e-06), np.float32(4.243683e-12), np.float32(0.9995264), np.float32(2.847116e-06), np.float32(8.803567e-11), np.float32(3.0836948e-11), np.float32(0.00046931749), np.float32(1.4599422e-10), np.float32(1.2239077e-07), np.float32(8.574778e-09)]"
7016,3,0.9998934,"[np.float32(6.775266e-19), np.float32(7.4114605e-18), np.float32(2.8135501e-11), np.float32(0.9998934), np.float32(6.166731e-14), np.float32(0.00010660957), np.float32(3.1969507e-11), np.float32(4.719072e-13), np.float32(7.690305e-20), np.float32(1.513862e-18)]"
9335,4,0.99999964,"[np.float32(3.2053293e-07), np.float32(1.816048e-10), np.float32(4.8667914e-12), np.float32(1.2032661e-14), np.float32(0.99999964), np.float32(1.2191258e-17), np.float32(9.150501e-17), np.float32(3.7519097e-08), np.float32(5.8288564e-15), np.float32(3.0666207e-08)]"
7545,5,0.9999825,"[np.float32(9.321323e-16), np.float32(4.904279e-16), np.float32(3.6662623e-08), np.float32(1.7449644e-05), np.float32(5.2194353e-11), np.float32(0.9999825), np.float32(3.6172836e-13), np.float32(3.600482e-09), np.float32(2.0789165e-16), np.float32(4.4711023e-18)]"
1154,6,1.0,"[np.float32(8.9824375e-21), np.float32(2.3085975e-21), np.float32(1.8599885e-09), np.float32(6.4894585e-13), np.float32(1.2154793e-12), np.float32(9.913311e-19), np.float32(1.0), np.float32(7.092579e-23), np.float32(1.13419645e-20), np.float32(1.1377454e-20)]"
9733,7,0.99998236,"[np.float32(1.7661076e-05), np.float32(8.421848e-17), np.float32(1.10182954e-13), np.float32(1.701077e-14), np.float32(2.482165e-12), np.float32(2.4759869e-14), np.float32(4.839588e-22), np.float32(0.99998236), np.float32(7.919437e-19), np.float32(4.2116735e-15)]"
8867,8,1.0,"[np.float32(6.5380805e-15), np.float32(2.752407e-19), np.float32(1.6056049e-20), np.float32(6.6572534e-21), np.float32(2.5926076e-21), np.float32(8.621881e-25), np.float32(2.2387538e-23), np.float32(1.3042393e-25), np.float32(1.0), np.float32(7.908534e-17)]"
9238,9,0.99993193,"[np.float32(3.0327438e-10), np.float32(6.802549e-05), np.float32(1.0513741e-17), np.float32(2.521975e-14), np.float32(7.1389326e-19), np.float32(2.3231967e-18), np.float32(2.8698077e-16), np.float32(2.4517208e-15), np.float32(5.6479923e-09), np.float32(0.99993193)]"
8485,0,1.0,"[np.float32(1.0), np.float32(2.6435635e-19), np.float32(8.1724225e-11), np.float32(1.1872806e-22), np.float32(1.440681e-23), np.float32(4.7677955e-26), np.float32(3.3511548e-22), np.float32(2.415951e-27), np.float32(1.0442623e-10), np.float32(3.4334402e-22)]"
5051,1,0.9999995,"[np.float32(1.2850577e-09), np.float32(0.9999995), np.float32(2.3874105e-13), np.float32(2.7207522e-13), np.float32(3.2000928e-17), np.float32(2.4975643e-17), np.float32(2.7285177e-12), np.float32(5.3156247e-14), np.float32(1.8752099e-08), np.float32(5.0743415e-07)]"
4690,2,0.99999976,"[np.float32(1.10966765e-08), np.float32(3.1872457e-14), np.float32(0.99999976), np.float32(1.8039344e-10), np.float32(1.6613815e-07), np.float32(3.619008e-10), np.float32(1.4042157e-08), np.float32(2.8905121e-11), np.float32(6.932262e-10), np.float32(5.112899e-16)]"
878,3,0.9998658,"[np.float32(4.601443e-12), np.float32(2.2061532e-17), np.float32(3.438651e-07), np.float32(0.9998658), np.float32(2.0283303e-05), np.float32(0.00011352611), np.float32(5.8413013e-10), np.float32(5.0380903e-14), np.float32(3.5980448e-12), np.float32(5.378113e-16)]"
3436,4,0.982586,"[np.float32(1.52673e-06), np.float32(1.0046964e-08), np.float32(0.0015204226), np.float32(4.159082e-05), np.float32(0.982586), np.float32(9.5617535e-05), np.float32(5.973787e-08), np.float32(0.015652088), np.float32(0.00010272909), np.float32(5.220006e-09)]"
5025,5,1.0,"[np.float32(6.1598343e-16), np.float32(7.5149625e-21), np.float32(1.9779216e-08), np.float32(3.843956e-08), np.float32(1.6544394e-18), np.float32(1.0), np.float32(9.628317e-17), np.float32(5.048765e-09), np.float32(3.9592654e-19), np.float32(4.0332925e-18)]"
9456,6,1.0,"[np.float32(1.2550385e-28), np.float32(2.7235198e-25), np.float32(8.75899e-18), np.float32(5.17238e-16), np.float32(3.7926138e-19), np.float32(1.7884965e-22), np.float32(1.0), np.float32(1.7209775e-30), np.float32(7.823722e-28), np.float32(1.17697854e-26)]"
1584,7,0.8458833,"[np.float32(7.836731e-05), np.float32(2.6408686e-10), np.float32(7.185753e-05), np.float32(0.06128049), np.float32(0.092428125), np.float32(0.00025764212), np.float32(4.5894197e-08), np.float32(0.8458833), np.float32(1.8320793e-07), np.float32(1.5096735e-08)]"
1262,8,0.9999975,"[np.float32(2.496159e-06), np.float32(2.7991022e-14), np.float32(9.60055e-13), np.float32(7.470001e-17), np.float32(3.6317536e-16), np.float32(4.3256237e-20), np.float32(9.458756e-17), np.float32(5.586108e-19), np.float32(0.9999975), np.float32(7.9740735e-16)]"
816,9,0.99965703,"[np.float32(1.0271263e-10), np.float32(0.00034295683), np.float32(5.236345e-13), np.float32(1.6135554e-14), np.float32(4.9368955e-16), np.float32(2.74995e-13), np.float32(1.5579171e-12), np.float32(4.8935695e-14), np.float32(1.9450035e-09), np.float32(0.99965703)]"
6437,0,0.9998252,"[np.float32(0.9998252), np.float32(1.76759e-11), np.float32(0.00016074389), np.float32(1.4767234e-07), np.float32(1.3960485e-05), np.float32(9.111103e-12), np.float32(1.7651282e-10), np.float32(4.544099e-10), np.float32(1.1568279e-08), np.float32(9.736568e-12)]"
5386,1,0.9999995,"[np.float32(5.7877193e-12), np.float32(0.9999995), np.float32(7.5817825e-23), np.float32(9.755064e-21), np.float32(1.5177999e-24), np.float32(2.9097574e-21), np.float32(2.4493137e-24), np.float32(5.609273e-24), np.float32(3.9446882e-10), np.float32(5.0954657e-07)]"
9639,2,0.99999094,"[np.float32(3.6385757e-07), np.float32(2.4663015e-12), np.float32(0.99999094), np.float32(1.3978588e-07), np.float32(8.549065e-06), np.float32(3.1599137e-09), np.float32(6.8717276e-09), np.float32(2.4393763e-09), np.float32(5.9837096e-10), np.float32(6.3622305e-14)]"
9142,3,0.9999995,"[np.float32(7.900547e-08), np.float32(4.837479e-13), np.float32(1.0528154e-14), np.float32(0.9999995), np.float32(2.1523381e-16), np.float32(3.367897e-07), np.float32(5.747564e-13), np.float32(1.7482801e-09), np.float32(1.6923769e-15), np.float32(9.993276e-10)]"
7039,4,0.99999964,"[np.float32(6.758731e-11), np.float32(1.4014294e-09), np.float32(2.0490136e-09), np.float32(4.6404738e-11), np.float32(0.99999964), np.float32(1.4492537e-09), np.float32(6.0317427e-09), np.float32(3.1621997e-07), np.float32(7.943622e-13), np.float32(1.2520022e-12)]"
3719,5,0.9960486,"[np.float32(1.3195514e-13), np.float32(8.9436625e-15), np.float32(1.9434172e-12), np.float32(0.0039513176), np.float32(1.0783462e-11), np.float32(0.9960486), np.float32(1.2369302e-13), np.float32(2.7052147e-10), np.float32(3.4415428e-16), np.float32(6.52941e-15)]"
3118,6,1.0,"[np.float32(9.2899055e-21), np.float32(1.9680654e-16), np.float32(1.473673e-12), np.float32(2.316101e-16), np.float32(1.5305298e-14), np.float32(1.8051397e-21), np.float32(1.0), np.float32(1.7529532e-23), np.float32(2.876257e-19), np.float32(5.3651345e-20)]"
3071,7,0.99999714,"[np.float32(2.5285468e-13), np.float32(1.0936446e-13), np.float32(3.3952793e-12), np.float32(4.412277e-12), np.float32(2.7784208e-10), np.float32(2.8515665e-06), np.float32(7.0456856e-17), np.float32(0.99999714), np.float32(7.6742376e-16), np.float32(3.7605525e-13)]"
3189,8,1.0,"[np.float32(3.707114e-14), np.float32(7.8205595e-13), np.float32(7.6317297e-22), np.float32(2.380813e-17), np.float32(1.2039872e-22), np.float32(3.8806032e-24), np.float32(5.863453e-21), np.float32(3.5062075e-24), np.float32(1.0), np.float32(6.5604436e-14)]"
400,9,1.0,"[np.float32(2.0373509e-16), np.float32(3.0797132e-14), np.float32(1.5822704e-18), np.float32(1.1598793e-14), np.float32(1.9810481e-19), np.float32(1.8947353e-17), np.float32(4.879936e-16), np.float32(9.775238e-14), np.float32(3.1002436e-16), np.float32(1.0)]"
6118,0,0.9802219,"[np.float32(0.9802219), np.float32(3.3229103e-08), np.float32(0.019671194), np.float32(7.2789044e-05), np.float32(5.448175e-07), np.float32(1.9926427e-08), np.float32(9.582608e-08), np.float32(1.2827482e-09), np.float32(3.3391676e-05), np.float32(9.198724e-10)]"
6426,1,1.0,"[np.float32(1.7910989e-36), np.float32(1.0), np.float32(1.245047e-38), np.float32(1e-45), np.float32(0.0), np.float32(4.19e-43), np.float32(2.4831385e-37), np.float32(1e-45), np.float32(2.5693463e-33), np.float32(1.1948338e-19)]"
2811,2,0.99999654,"[np.float32(1.7463915e-06), np.float32(1.1108813e-09), np.float32(0.99999654), np.float32(2.1598208e-08), np.float32(6.466395e-09), np.float32(1.2518602e-06), np.float32(1.5546189e-07), np.float32(2.1416373e-07), np.float32(2.8477802e-11), np.float32(7.140036e-11)]"
336,3,1.0,"[np.float32(6.603953e-23), np.float32(2.2944414e-24), np.float32(4.7133765e-13), np.float32(1.0), np.float32(3.792212e-17), np.float32(2.267963e-15), np.float32(3.6026176e-10), np.float32(6.5122664e-23), np.float32(1.9106867e-19), np.float32(9.466145e-24)]"
3119,4,0.99184895,"[np.float32(3.3978782e-13), np.float32(3.332299e-12), np.float32(2.6489676e-07), np.float32(2.9981806e-05), np.float32(0.99184895), np.float32(1.198669e-05), np.float32(0.008103098), np.float32(5.7515836e-06), np.float32(1.3351536e-13), np.float32(2.3361869e-08)]"
8436,5,0.9999995,"[np.float32(1.0860307e-17), np.float32(1.6857009e-16), np.float32(4.601565e-13), np.float32(4.5953425e-07), np.float32(4.0839975e-17), np.float32(0.9999995), np.float32(4.038824e-15), np.float32(1.8412578e-10), np.float32(1.1738594e-15), np.float32(1.2579558e-11)]"
7667,6,1.0,"[np.float32(3.65465e-17), np.float32(5.04426e-13), np.float32(9.849267e-12), np.float32(5.113791e-11), np.float32(2.2917773e-13), np.float32(2.4928434e-14), np.float32(1.0), np.float32(1.6310663e-17), np.float32(8.171486e-15), np.float32(4.646615e-14)]"
2640,7,0.9999964,"[np.float32(1.9551827e-21), np.float32(1.5106951e-25), np.float32(2.248517e-18), np.float32(4.973863e-19), np.float32(3.5216692e-06), np.float32(1.1015882e-14), np.float32(1.0053285e-22), np.float32(0.9999964), np.float32(1.0699062e-28), np.float32(1.2581775e-22)]"
6798,8,1.0,"[np.float32(1.3413059e-23), np.float32(6.2634605e-21), np.float32(1.1686262e-18), np.float32(1.7165693e-25), np.float32(2.5682403e-32), np.float32(2.8832674e-33), np.float32(2.2877675e-21), np.float32(2.1902128e-33), np.float32(1.0), np.float32(2.368208e-29)]"
6186,9,0.9999987,"[np.float32(3.316773e-15), np.float32(1.2846273e-06), np.float32(2.66012e-19), np.float32(9.101371e-17), np.float32(5.069292e-24), np.float32(9.6198456e-20), np.float32(4.5338307e-18), np.float32(5.3663552e-20), np.float32(1.3747426e-15), np.float32(0.9999987)]"
3302,0,1.0,"[np.float32(1.0), np.float32(9.288091e-15), np.float32(6.6906846e-20), np.float32(1.1389078e-15), np.float32(1.2171553e-18), np.float32(1.4027179e-18), np.float32(6.412942e-23), np.float32(6.3270697e-15), np.float32(9.781295e-11), np.float32(1.1140349e-11)]"
8645,1,0.98932755,"[np.float32(8.439232e-06), np.float32(0.98932755), np.float32(4.158823e-09), np.float32(2.9016373e-13), np.float32(9.868781e-15), np.float32(6.7835636e-14), np.float32(7.4440243e-10), np.float32(1.6576913e-14), np.float32(2.0718758e-06), np.float32(0.010661809)]"
7670,2,0.9990202,"[np.float32(2.4201927e-06), np.float32(2.0114783e-11), np.float32(0.9990202), np.float32(9.2535254e-07), np.float32(0.00097627396), np.float32(5.4465605e-08), np.float32(1.5262202e-08), np.float32(1.10406134e-07), np.float32(4.665054e-09), np.float32(8.7315285e-12)]"
8200,3,0.5373451,"[np.float32(0.39273247), np.float32(2.892787e-06), np.float32(0.00013868643), np.float32(0.5373451), np.float32(6.216807e-07), np.float32(0.004947402), np.float32(2.4268072e-06), np.float32(0.06479836), np.float32(6.70693e-07), np.float32(3.1309002e-05)]"
455,4,0.9775236,"[np.float32(1.9863917e-12), np.float32(3.74189e-14), np.float32(0.022439053), np.float32(1.5558625e-07), np.float32(0.9775236), np.float32(3.7210364e-05), np.float32(2.6613758e-10), np.float32(1.4628784e-08), np.float32(7.4321094e-13), np.float32(1.4513644e-15)]"
